source_name,indicator_id,normalized_name,mapping_status,basis
Rate of patient falls with harm level of Moderate or worse per 1000 inpatient days,ind_d9017915fd4fd919,Rate of patient falls with harm level of Moderate or worse per 1000 inpatient days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of potentially avoidable emergency department (ED) visits for all programs,ind_473aaf23371e562b,Rate of potentially avoidable emergency department (ED) visits for all programs,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of potentially preventable Hospital Acquired Conditions (HAC) per 1000 patient days,ind_1c102a1b8774667a,Rate of potentially preventable Hospital Acquired Conditions (HAC) per 1000 patient days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of potentially preventable Hospital Acquired Conditions (HACs),ind_2b94b92efefc0a85,Rate of potentially preventable Hospital Acquired Conditions (HACs),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Rate of reported patient safety events and near misses where Epic or Epic related workflow is identified as a contributing factor, per 1,000 inpatient days, in the early implementation period after Epic go live.",ind_64ff1cba6ce55385,"Rate of reported patient safety events and near misses where Epic or Epic related workflow is identified as a contributing factor, per 1,000 inpatient days, in the early implementation period after Epic go live.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of scanning of patient armbands,ind_295a44ad6376a1f3,Rate of scanning of patient armbands,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of staff  and leaders completing mandatory cultural competency training,ind_f88d2ef74800f14a,Rate of staff and leaders completing mandatory cultural competency training,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of staff  and leaders completing training for Foundations of Sexual and Gender Diversity,ind_052de408d26434ce,Rate of staff and leaders completing training for Foundations of Sexual and Gender Diversity,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of violent incidents that result in physical harm,ind_9328e4eec5d79401,Rate of violent incidents that result in physical harm,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Rate of which patient felt they received adequate information about their care and their care at discharge from emergency department, in patient units, out patient programs at St Joseph's General Hospital Elliot Lake.",ind_bf0d05ce081f5c69,"Rate of which patient felt they received adequate information about their care and their care at discharge from emergency department, in patient units, out patient programs at St Joseph's General Hospital Elliot Lake.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of which patients felt they received adequate information about their care and their care at discharge.SJGH & OAKS,ind_b37da688cbaac2df,Rate of which patients felt they received adequate information about their care and their care at discharge.SJGH & OAKS,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of workplace violence incidents,ind_7bc37970ae46f8dd,Rate of workplace violence incidents,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of workplace violence incidents reported by hospital workers that resulted harm (as defined by OHSA) within a 12-month period.,ind_5c72eed32e009c27,Rate of workplace violence incidents reported by hospital workers that resulted harm (as defined by OHSA) within a 12-month period.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of workplace violence incidents resulting in lost time injury,ind_37478f8fb5db2bb6,Rate of workplace violence incidents resulting in lost time injury,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of workplace violence incidents resulting in lost time injury (ECU).,ind_038767a2055fb908,Rate of workplace violence incidents resulting in lost time injury (ECU).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of workplace violence incidents resulting in reportable injury (healthcare or lost time),ind_7a180c2de68cfd9c,Rate of workplace violence incidents resulting in reportable injury (healthcare or lost time),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Rate of workplace violence incidents that result in reportable and non-reportable injury as defined by WSIB (health care/lost time injuries/illnesses).,ind_8b646b702cd8552b,Rate of workplace violence incidents that result in reportable and non-reportable injury as defined by WSIB (health care/lost time injuries/illnesses).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Ratio of repeated workplace violence incidents (same initiator) to total number of workplace violence incidents,ind_dc144c4e4d81b1a7,Ratio of repeated workplace violence incidents (same initiator) to total number of workplace violence incidents,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Re-start dormant Indigenous Working Group,ind_6826baa3d74694dc,Re-start dormant Indigenous Working Group,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Readmission Rates within 90 days - Mental Health ( TNI ),ind_8d5ba22f98e64b81,Readmission Rates within 90 days - Mental Health ( TNI ),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Real Time Patient Experience,ind_9546bc9835ca447f,Real Time Patient Experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
